,langs,project,cdli_id,collection,credits,date_of_origin,designation,display_name,dynastic_seat,exemplars,genre,id_composite,language,material,object_type,period,pleiades_id,popular_name,primary_publication,provenience,pleiades_coord,ruler,script,script_remarks,script_type,subgenre,supergenre,trans,id_text,seal_id,attribution
Q008330,0x08000000,rinap/rinap5,,"Private Collection: de Clercq, Paris, France","Based on Grant Frame, Rulers of Babylonia: From the Second Dynasty of Isin to the End of Assyrian Domination (1157-612 BC) (RIMB 2; Toronto, 1995). Digitized, lemmatized, and updated by Alexa Bartelmus, 2015-16, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q008330/.",668-ca. 631,Ashurbanipal 242,RINAP 5 Asb. 242,Assyria,de Clercq -,Royal Inscription,Q008330,Akkadian,clay,cylinder,Neo-Assyrian,893951,RIMB 2 B.6.32.6,Ashurbanipal 242,Babylon (Bābili),"[44.422236,32.543395]",Ashurbanipal,Archaizing  Neo-Babylonian,inscribed,Cuneiform,Ashurbanipal,LIT,['en'],,,"Based on Grant Frame, Rulers of Babylonia: From the Second Dynasty of Isin to the End of Assyrian Domination (1157-612 BC) (RIMB 2; Toronto, 1995). Digitized, lemmatized, and updated by Alexa Bartelmus, 2015-16, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0."
Q008331,0x08000000,rinap/rinap5,,"Arkeoloji Müzerleri, Istanbul, Turkey","Based on Grant Frame, Rulers of Babylonia: From the Second Dynasty of Isin to the End of Assyrian Domination (1157-612 BC) (RIMB 2; Toronto, 1995). Digitized, lemmatized, and updated by Alexa Bartelmus, 2015-16, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0.. Please cite this page as http://oracc.org/rinap/Q008331/.",668-ca. 631,Ashurbanipal 243,RINAP 5 Asb. 243,Assyria,Ist EȘEM 07893 (BE 28510),Royal Inscription,Q008331,Akkadian,clay,cylinder,Neo-Assyrian,893951,RIMB 2 B.6.32.3,Ashurbanipal 243,Babylon (Bābili),"[44.422236,32.543395]",Ashurbanipal,Neo-Assyrian,inscribed,Cuneiform,Ashurbanipal,LIT,['en'],,,"Based on Grant Frame, Rulers of Babylonia: From the Second Dynasty of Isin to the End of Assyrian Domination (1157-612 BC) (RIMB 2; Toronto, 1995). Digitized, lemmatized, and updated by Alexa Bartelmus, 2015-16, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0.."
Q008332,0x08000000,rinap/rinap5,,"British Museum, London, UK; Vorderasiatisches Museum, Berlin, Germany; Arkeoloji Müzerleri, Istanbul, Turkey","Based on Grant Frame, Rulers of Babylonia: From the Second Dynasty of Isin to the End of Assyrian Domination (1157-612 BC) (RIMB 2; Toronto, 1995). Digitized, lemmatized, and updated by Alexa Bartelmus, 2015-16, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q008332/.",668-ca. 631,Ashurbanipal 244,RINAP 5 Asb. 244,Assyria,"BM 090935 (BM 012064; 1881-02-01, 0103); BM 040074 (1881-02-01, 0038); VA Bab 00614 (BE 29482); Ist B 0065 (BE 38119)",Royal Inscription,Q008332,Akkadian,clay,cylinder,Neo-Assyrian,893951,RIMB 2 B.6.32.4,Ashurbanipal 244,Babylon (Bābili),"[44.422236,32.543395]",Ashurbanipal,Neo-Assyrian,inscribed,Cuneiform,Ashurbanipal,LIT,['en'],,,"Based on Grant Frame, Rulers of Babylonia: From the Second Dynasty of Isin to the End of Assyrian Domination (1157-612 BC) (RIMB 2; Toronto, 1995). Digitized, lemmatized, and updated by Alexa Bartelmus, 2015-16, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0."
Q008333,0x08000000,rinap/rinap5,,"British Museum, London, UK; Vorderasiatisches Museum, Berlin, Germany","Based on Grant Frame, Rulers of Babylonia: From the Second Dynasty of Isin to the End of Assyrian Domination (1157-612 BC) (RIMB 2; Toronto, 1995). Digitized, lemmatized, and updated by Alexa Bartelmus, 2015-16, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q008333/.",668-ca. 631,Ashurbanipal 245,RINAP 5 Asb. 245,Assyria,"VA 08409 (BE 05457); BM 033338 (Rm 3, 011)",Royal Inscription,Q008333,Akkadian,clay,cylinder,Neo-Assyrian,893951,RIMB 2 B.6.32.5,Ashurbanipal 245,Babylon (Bābili),"[44.422236,32.543395]",Ashurbanipal,Neo-Assyrian,inscribed,Cuneiform,Ashurbanipal,LIT,['en'],,,"Based on Grant Frame, Rulers of Babylonia: From the Second Dynasty of Isin to the End of Assyrian Domination (1157-612 BC) (RIMB 2; Toronto, 1995). Digitized, lemmatized, and updated by Alexa Bartelmus, 2015-16, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0."
Q008334,0x08000000,rinap/rinap5,,"British Museum, London, UK","Based on Grant Frame, Rulers of Babylonia: From the Second Dynasty of Isin to the End of Assyrian Domination (1157-612 BC) (RIMB 2; Toronto, 1995). Digitized, lemmatized, and updated by Alexa Bartelmus, 2015-16, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q008334/.",668-ca. 631,Ashurbanipal 246,RINAP 5 Asb. 246,Assyria,"BM 090864 (BM 012110; 1881-03-24, 0367); BM 022533 (1894-01-15, 0335)",Royal Inscription,Q008334,Akkadian,stone,stele,Neo-Assyrian,893951,RIMB 2 B.6.32.2,Ashurbanipal 246,Babylon (Bābili),"[44.422236,32.543395]",Ashurbanipal,Neo-Babylonian,inscribed,Cuneiform,Ashurbanipal,LIT,['en'],,,"Based on Grant Frame, Rulers of Babylonia: From the Second Dynasty of Isin to the End of Assyrian Domination (1157-612 BC) (RIMB 2; Toronto, 1995). Digitized, lemmatized, and updated by Alexa Bartelmus, 2015-16, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0."
Q008335,0x08000000,rinap/rinap5,,"Arkeoloji Müzerleri, Istanbul, Turkey; Vorderasiatisches Museum, Berlin, Germany","Based on Grant Frame, Rulers of Babylonia: From the Second Dynasty of Isin to the End of Assyrian Domination (1157-612 BC) (RIMB 2; Toronto, 1995). Digitized, lemmatized, and updated by Alexa Bartelmus, 2015-16, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q008335/.",668-ca. 631,Ashurbanipal 247,RINAP 5 Asb. 247,Assyria,BE 08086; VA Bab 04052i (BE 08083); VA Bab 04052k; VA Bab 04073a; BE 08072; BE 08010; BE 08044; BE 08045; BE 08046; BE 08047; BE 08048; BE 08049; BE 08051; BE 08052; BE 08053; BE 08054; BE 08073; BE 08074; BE 08075; BE 08076; BE 08077; BE 08078; BE 08079; BE 08080; BE 08081; BE 08082; Ist EȘEM -,Royal Inscription,Q008335,Akkadian,clay,brick,Neo-Assyrian,893951,RIMB 2 B.6.32.7,Ashurbanipal 247,Babylon (Bābili),"[44.422236,32.543395]",Ashurbanipal,Neo-Babylonian,stamped,Cuneiform,Ashurbanipal,LIT,['en'],,,"Based on Grant Frame, Rulers of Babylonia: From the Second Dynasty of Isin to the End of Assyrian Domination (1157-612 BC) (RIMB 2; Toronto, 1995). Digitized, lemmatized, and updated by Alexa Bartelmus, 2015-16, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0."
Q008336,0x08000000,rinap/rinap5,,"Vorderasiatisches Museum, Berlin, Germany; British Museum, London, UK","Based on Grant Frame, Rulers of Babylonia: From the Second Dynasty of Isin to the End of Assyrian Domination (1157-612 BC) (RIMB 2; Toronto, 1995). Digitized, lemmatized, and updated by Alexa Bartelmus, 2015-16, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q008336/.",668-ca. 631,Ashurbanipal 248,RINAP 5 Asb. 248,Assyria,BM 090285 (DT 381); VA Bab 04073b (BE 40145); BE 40855; VA Bab 04073c (BE 41032); VA Bab 04073d (BE 41232),Royal Inscription,Q008336,Akkadian,clay,brick,Neo-Assyrian,893951,RIMB 2 B.6.32.8,Ashurbanipal 248,Babylon (Bābili),"[44.422236,32.543395]",Ashurbanipal,Neo-Babylonian,stamped,Cuneiform,Ashurbanipal,LIT,['en'],,,"Based on Grant Frame, Rulers of Babylonia: From the Second Dynasty of Isin to the End of Assyrian Domination (1157-612 BC) (RIMB 2; Toronto, 1995). Digitized, lemmatized, and updated by Alexa Bartelmus, 2015-16, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0."
Q008338,0x08000000,rinap/rinap5,,"Vorderasiatisches Museum, Berlin, Germany","Based on Grant Frame, Rulers of Babylonia: From the Second Dynasty of Isin to the End of Assyrian Domination (1157-612 BC) (RIMB 2; Toronto, 1995). Digitized, lemmatized, and updated by Alexa Bartelmus, 2015-16, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q008338/.",668-ca. 631,Ashurbanipal 249,RINAP 5 Asb. 249,Assyria,VA Bab 04052h (BE 41143),Royal Inscription,Q008338,Akkadian,clay,brick,Neo-Assyrian,893951,RIMB 2 B.6.32.11,Ashurbanipal 249,Babylon (Bābili),"[44.422236,32.543395]",Ashurbanipal,Neo-Babylonian,stamped,Cuneiform,Ashurbanipal,LIT,['en'],,,"Based on Grant Frame, Rulers of Babylonia: From the Second Dynasty of Isin to the End of Assyrian Domination (1157-612 BC) (RIMB 2; Toronto, 1995). Digitized, lemmatized, and updated by Alexa Bartelmus, 2015-16, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0."
Q008339,0x08000000,rinap/rinap5,,,"Based on Grant Frame, Rulers of Babylonia: From the Second Dynasty of Isin to the End of Assyrian Domination (1157-612 BC) (RIMB 2; Toronto, 1995). Digitized, lemmatized, and updated by Alexa Bartelmus, 2015-16, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q008339/.",668-ca. 631,Ashurbanipal 250,RINAP 5 Asb. 250,Assyria,BE 41186,Royal Inscription,Q008339,Akkadian,clay,brick,Neo-Assyrian,893951,RIMB 2 B.6.32.10,Ashurbanipal 250,Babylon (Bābili),"[44.422236,32.543395]",Ashurbanipal,Neo-Babylonian,stamped,Cuneiform,Ashurbanipal,LIT,['en'],,,"Based on Grant Frame, Rulers of Babylonia: From the Second Dynasty of Isin to the End of Assyrian Domination (1157-612 BC) (RIMB 2; Toronto, 1995). Digitized, lemmatized, and updated by Alexa Bartelmus, 2015-16, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0."
Q008340,0x02000000,rinap/rinap5,,"Vorderasiatisches Museum, Berlin, Germany; British Museum, London, UK","Based on Grant Frame, Rulers of Babylonia: From the Second Dynasty of Isin to the End of Assyrian Domination (1157-612 BC) (RIMB 2; Toronto, 1995). Digitized, lemmatized, and updated by Alexa Bartelmus, 2015-16, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q008340/.",668-ca. 631,Ashurbanipal 251,RINAP 5 Asb. 251,Assyria,"BM 130712 (1942-01-28, 0001); BE 39849; VA Bab 04054c (BE 41252); VA Bab 04054a (BE 36072); VA Bab 04054b (BE 39436); BE 39807; BE 41171; BE 46433",Royal Inscription,Q008340,Sumerian,clay,brick,Neo-Assyrian,893951,RIMB 2 B.6.32.9,Ashurbanipal 251,Babylon (Bābili),"[44.422236,32.543395]",Ashurbanipal,Neo-Babylonian,stamped,Cuneiform,Ashurbanipal,LIT,['en'],,,"Based on Grant Frame, Rulers of Babylonia: From the Second Dynasty of Isin to the End of Assyrian Domination (1157-612 BC) (RIMB 2; Toronto, 1995). Digitized, lemmatized, and updated by Alexa Bartelmus, 2015-16, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0."
Q008341,0x08000000,rinap/rinap5,,"British Museum, London, UK","Based on Grant Frame, Rulers of Babylonia: From the Second Dynasty of Isin to the End of Assyrian Domination (1157-612 BC) (RIMB 2; Toronto, 1995). Digitized, lemmatized, and updated by Alexa Bartelmus, 2015-16, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q008341/.",668-ca. 631,Ashurbanipal 252,RINAP 5 Asb. 252,Assyria,"1881-02-04, 0174",Royal Inscription,Q008341,Akkadian,clay,cylinder,Neo-Assyrian,912816,RIMB 2 B.6.32.20,Ashurbanipal 252,Babylonia,"[44.5,32.5]",Ashurbanipal,Neo-Babylonian,inscribed,Cuneiform,Ashurbanipal,LIT,['en'],,,"Based on Grant Frame, Rulers of Babylonia: From the Second Dynasty of Isin to the End of Assyrian Domination (1157-612 BC) (RIMB 2; Toronto, 1995). Digitized, lemmatized, and updated by Alexa Bartelmus, 2015-16, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0."
Q008342,0x08000000,rinap/rinap5,,"Vorderasiatisches Museum, Berlin, Germany; British Museum, London, UK","Based on Grant Frame, Rulers of Babylonia: From the Second Dynasty of Isin to the End of Assyrian Domination (1157-612 BC) (RIMB 2; Toronto, 1995). Digitized, lemmatized, and updated by Alexa Bartelmus, 2015-16, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q008342/.",668-ca. 631,Ashurbanipal 253,RINAP 5 Asb. 253,Assyria,"VA 03587; BM 083000 (+) BM 083001 (1883-01-21, 0163 [+] 1883-01-21, 0164)",Royal Inscription,Q008342,Akkadian,clay,cylinder,Neo-Assyrian,893964,RIMB 2 B.6.32.13,Ashurbanipal 253,Birs Nimrud (Borsippa),"[44.344757,32.390721]",Ashurbanipal,Neo-Assyrian,inscribed,Cuneiform,Ashurbanipal,LIT,['en'],,,"Based on Grant Frame, Rulers of Babylonia: From the Second Dynasty of Isin to the End of Assyrian Domination (1157-612 BC) (RIMB 2; Toronto, 1995). Digitized, lemmatized, and updated by Alexa Bartelmus, 2015-16, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0."
Q008343,0x08000000,rinap/rinap5,,"British Museum, London, UK","Based on Grant Frame, Rulers of Babylonia: From the Second Dynasty of Isin to the End of Assyrian Domination (1157-612 BC) (RIMB 2; Toronto, 1995). Digitized, lemmatized, and updated by Alexa Bartelmus, 2015-16, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q008343/.",668-ca. 631,Ashurbanipal 254,RINAP 5 Asb. 254,Assyria,"BM 090865 (1880-06-17, 0002)",Royal Inscription,Q008343,Akkadian,stone,stele,Neo-Assyrian,893964,RIMB 2 B.6.32.14,Ashurbanipal 254,Birs Nimrud (Borsippa),"[44.344757,32.390721]",Ashurbanipal,Neo-Babylonian,inscribed,Cuneiform,Ashurbanipal,LIT,['en'],,,"Based on Grant Frame, Rulers of Babylonia: From the Second Dynasty of Isin to the End of Assyrian Domination (1157-612 BC) (RIMB 2; Toronto, 1995). Digitized, lemmatized, and updated by Alexa Bartelmus, 2015-16, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0."
Q008344,0x08000000,rinap/rinap5,,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA","Based on Grant Frame, Rulers of Babylonia: From the Second Dynasty of Isin to the End of Assyrian Domination (1157-612 BC) (RIMB 2; Toronto, 1995). Digitized, lemmatized, and updated by Alexa Bartelmus, 2015-16, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q008344/.",668-ca. 631,Ashurbanipal 255,RINAP 5 Asb. 255,Assyria,CBS 00733 + CBS 01757,Royal Inscription,Q008344,Akkadian,clay,tablet,Neo-Assyrian,912816,RIMB 2 B.6.32.23,Ashurbanipal 255,Babylonia,"[44.5,32.5]",Ashurbanipal,Neo-Babylonian,inscribed,Cuneiform,Ashurbanipal,LIT,['en'],,,"Based on Grant Frame, Rulers of Babylonia: From the Second Dynasty of Isin to the End of Assyrian Domination (1157-612 BC) (RIMB 2; Toronto, 1995). Digitized, lemmatized, and updated by Alexa Bartelmus, 2015-16, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0."
